fecha,local,visitante,resultado_predicho,prob_modelo,cuota_apertura,cuota_cierre,prob_apertura_fair,prob_cierre_fair,clv,edge_vs_apertura,edge_vs_cierre,resultado_real,acierto,stake,cuota_apostada,pnl,pnl_acumulado,timestamp
2018-12-29 00:00:00,Liverpool,Arsenal,Local,0.8148,1.5,1.39,0.6273,0.7016,0.0743,0.1875,0.1132,0,True,10.0,1.5,5.0,11139.2,2026-03-14T00:34:36.650615
2018-12-29 00:00:00,Fulham,Huddersfield,Local,0.5096,2.0,2.07,0.4713,0.4733,0.0019,0.0383,0.0364,0,True,10.0,2.0,10.0,11149.2,2026-03-14T00:34:36.652354
2018-12-29 00:00:00,Brighton,Everton,Local,0.3943,3.25,3.27,0.2878,0.2998,0.012,0.1065,0.0945,0,True,10.0,3.25,22.5,11171.7,2026-03-14T00:34:36.654434
2018-12-29 00:00:00,Leicester,Cardiff,Local,0.4114,1.55,1.6,0.6076,0.6116,0.004,-0.1962,-0.2002,2,False,10.0,1.55,-10.0,11161.7,2026-03-14T00:34:36.656270
2018-12-30 00:00:00,Burnley,West Ham,Local,0.4462,3.3,3.86,0.2859,0.254,-0.0319,0.1604,0.1922,0,True,10.0,3.3,23.0,11184.7,2026-03-14T00:34:36.658316
2018-12-30 00:00:00,Crystal Palace,Chelsea,Visitante,0.6705,1.66,1.77,0.5667,0.5531,-0.0137,0.1037,0.1174,2,True,10.0,1.66,6.6,11191.3,2026-03-14T00:34:36.660455
2018-12-30 00:00:00,Man United,Bournemouth,Local,0.7321,1.33,1.39,0.7077,0.703,-0.0047,0.0244,0.0291,0,True,10.0,1.33,3.3,11194.6,2026-03-14T00:34:36.664207
2018-12-30 00:00:00,Southampton,Man City,Visitante,0.879,1.3,1.23,0.7259,0.786,0.0601,0.1531,0.0929,2,True,10.0,1.3,3.0,11197.6,2026-03-14T00:34:36.667119
2019-01-01 00:00:00,Arsenal,Fulham,Local,0.745,1.33,1.39,0.7292,0.6963,-0.033,0.0158,0.0488,0,True,10.0,1.33,3.3,11200.9,2026-03-14T00:34:36.669207
2019-01-01 00:00:00,Cardiff,Tottenham,Visitante,0.8581,1.5,1.4,0.6522,0.6911,0.039,0.2059,0.1669,2,True,10.0,1.5,5.0,11205.9,2026-03-14T00:34:36.671056
2019-01-01 00:00:00,Everton,Leicester,Visitante,0.4488,4.2,4.15,0.2326,0.2362,0.0036,0.2163,0.2127,2,True,10.0,4.2,32.0,11237.9,2026-03-14T00:34:36.673319
2019-01-02 00:00:00,Wolves,Crystal Palace,Visitante,0.4243,4.33,3.62,0.2253,0.2711,0.0458,0.199,0.1532,2,True,10.0,4.33,33.3,11271.2,2026-03-14T00:34:36.674938
2019-01-02 00:00:00,West Ham,Brighton,Empate,0.6059,3.75,3.55,0.259,0.2765,0.0174,0.3469,0.3295,1,True,10.0,3.75,27.5,11298.7,2026-03-14T00:34:36.676908
2019-01-02 00:00:00,Newcastle,Man United,Visitante,0.7848,1.61,1.62,0.6054,0.5994,-0.006,0.1794,0.1854,2,True,10.0,1.61,6.1,11304.8,2026-03-14T00:34:36.682663
2019-01-02 00:00:00,Bournemouth,Watford,Empate,0.6516,3.6,3.47,0.2707,0.2829,0.0121,0.3809,0.3688,1,True,10.0,3.6,26.0,11330.8,2026-03-14T00:34:36.686712
2019-01-02 00:00:00,Huddersfield,Burnley,Visitante,0.4086,4.2,3.47,0.2316,0.2829,0.0513,0.177,0.1258,2,True,10.0,4.2,32.0,11362.8,2026-03-14T00:34:36.690917
2019-01-02 00:00:00,Chelsea,Southampton,Empate,0.5328,6.5,6.11,0.1499,0.1578,0.0078,0.3829,0.3751,1,True,10.0,6.5,55.0,11417.8,2026-03-14T00:34:36.694201
2019-01-03 00:00:00,Man City,Liverpool,Local,0.593,2.04,2.0,0.4754,0.4904,0.015,0.1176,0.1026,0,True,10.0,2.04,10.4,11428.2,2026-03-14T00:34:36.699855
2019-01-12 00:00:00,Brighton,Liverpool,Visitante,0.7583,1.3,1.34,0.7491,0.7232,-0.0259,0.0091,0.0351,2,True,10.0,1.3,3.0,11431.2,2026-03-14T00:34:36.702611
2019-01-12 00:00:00,Burnley,Fulham,Local,0.5299,2.4,2.47,0.4056,0.3964,-0.0091,0.1244,0.1335,0,True,10.0,2.4,14.0,11445.2,2026-03-14T00:34:36.705830
2019-01-12 00:00:00,Cardiff,Huddersfield,Empate,0.6987,3.25,3.24,0.2988,0.3021,0.0034,0.3999,0.3966,1,True,10.0,3.25,22.5,11467.7,2026-03-14T00:34:36.708693
2019-01-12 00:00:00,Chelsea,Newcastle,Local,0.7064,1.22,1.2,0.7964,0.8073,0.0109,-0.09,-0.1009,0,True,10.0,1.22,2.2,11469.9,2026-03-14T00:34:36.713802
2019-01-12 00:00:00,Crystal Palace,Watford,Visitante,0.4579,3.5,3.32,0.2789,0.2946,0.0156,0.1789,0.1633,2,True,10.0,3.5,25.0,11494.9,2026-03-14T00:34:36.718516
2019-01-12 00:00:00,Leicester,Southampton,Local,0.4171,1.95,1.96,0.4981,0.498,-0.0001,-0.081,-0.0809,2,False,10.0,1.95,-10.0,11484.9,2026-03-14T00:34:36.721606
2019-01-12 00:00:00,West Ham,Arsenal,Visitante,0.4691,2.05,2.05,0.4766,0.4781,0.0015,-0.0075,-0.009,0,False,10.0,2.05,-10.0,11474.9,2026-03-14T00:34:36.724336
2019-01-13 00:00:00,Everton,Bournemouth,Local,0.6024,1.75,1.71,0.5549,0.5721,0.0172,0.0475,0.0303,0,True,10.0,1.75,7.5,11482.4,2026-03-14T00:34:36.729682
2019-01-13 00:00:00,Tottenham,Man United,Visitante,0.4045,3.75,3.8,0.2602,0.2579,-0.0023,0.1443,0.1466,2,True,10.0,3.75,27.5,11509.9,2026-03-14T00:34:36.734739
2019-01-14 00:00:00,Man City,Wolves,Local,0.8633,1.18,1.2,0.8218,0.8077,-0.014,0.0416,0.0556,0,True,10.0,1.18,1.8,11511.7,2026-03-14T00:34:36.737836
2019-01-19 00:00:00,Arsenal,Chelsea,Empate,0.3831,3.6,3.49,0.2717,0.2812,0.0095,0.1114,0.1019,0,False,10.0,3.6,-10.0,11501.7,2026-03-14T00:34:36.740625
2019-01-19 00:00:00,Bournemouth,West Ham,Empate,0.3993,3.7,3.7,0.2635,0.2645,0.001,0.1357,0.1347,0,False,10.0,3.7,-10.0,11491.7,2026-03-14T00:34:36.746018
2019-01-19 00:00:00,Liverpool,Crystal Palace,Local,0.8263,1.2,1.24,0.8126,0.7789,-0.0338,0.0137,0.0475,0,True,10.0,1.2,2.0,11493.7,2026-03-14T00:34:36.751708
2019-01-19 00:00:00,Man United,Brighton,Local,0.762,1.3,1.38,0.7494,0.7048,-0.0446,0.0126,0.0572,0,True,10.0,1.3,3.0,11496.7,2026-03-14T00:34:36.754661
2019-01-19 00:00:00,Newcastle,Cardiff,Local,0.6391,1.95,2.13,0.4983,0.459,-0.0393,0.1408,0.18,0,True,10.0,1.95,9.5,11506.2,2026-03-14T00:34:36.759203
2019-01-19 00:00:00,Southampton,Everton,Local,0.4522,2.75,2.94,0.3537,0.3327,-0.021,0.0985,0.1195,0,True,10.0,2.75,17.5,11523.7,2026-03-14T00:34:36.764302
2019-01-19 00:00:00,Watford,Burnley,Empate,0.477,4.0,3.77,0.2427,0.2592,0.0164,0.2343,0.2178,1,True,10.0,4.0,30.0,11553.7,2026-03-14T00:34:36.768909
2019-01-19 00:00:00,Wolves,Leicester,Local,0.4934,2.37,2.35,0.4102,0.4178,0.0076,0.0831,0.0755,0,True,10.0,2.37,13.7,11567.4,2026-03-14T00:34:36.772234
2019-01-20 00:00:00,Fulham,Tottenham,Visitante,0.599,1.75,1.72,0.5575,0.5644,0.0069,0.0415,0.0346,2,True,10.0,1.75,7.5,11574.9,2026-03-14T00:34:36.775123
2019-01-20 00:00:00,Huddersfield,Man City,Visitante,0.8318,1.16,1.12,0.8391,0.863,0.0238,-0.0074,-0.0312,2,True,10.0,1.16,1.6,11576.5,2026-03-14T00:34:36.777903
2019-01-29 00:00:00,Newcastle,Man City,Visitante,0.7164,1.18,1.18,0.8267,0.8186,-0.0081,-0.1103,-0.1022,0,False,10.0,1.18,-10.0,11566.5,2026-03-14T00:34:36.782183
2019-01-29 00:00:00,Man United,Burnley,Local,0.484,1.28,1.34,0.7576,0.7213,-0.0363,-0.2735,-0.2372,1,False,10.0,1.28,-10.0,11556.5,2026-03-14T00:34:36.785270
2019-01-29 00:00:00,Wolves,West Ham,Local,0.4742,2.1,1.99,0.463,0.4906,0.0277,0.0112,-0.0164,0,True,10.0,2.1,11.0,11567.5,2026-03-14T00:34:36.789624
2019-01-29 00:00:00,Huddersfield,Everton,Visitante,0.5652,2.1,2.27,0.4627,0.4315,-0.0311,0.1026,0.1337,2,True,10.0,2.1,11.0,11578.5,2026-03-14T00:34:36.795620
2019-01-29 00:00:00,Fulham,Brighton,Local,0.5689,2.37,2.5,0.4104,0.3917,-0.0187,0.1585,0.1772,0,True,10.0,2.37,13.7,11592.2,2026-03-14T00:34:36.802461
2019-01-29 00:00:00,Arsenal,Cardiff,Local,0.7062,1.22,1.22,0.7964,0.7897,-0.0067,-0.0903,-0.0836,0,True,10.0,1.22,2.2,11594.4,2026-03-14T00:34:36.807597
2019-01-30 00:00:00,Bournemouth,Chelsea,Visitante,0.5592,1.66,1.64,0.5843,0.5944,0.0101,-0.0251,-0.0352,0,False,10.0,1.66,-10.0,11584.4,2026-03-14T00:34:36.811980
2019-01-30 00:00:00,Liverpool,Leicester,Local,0.5344,1.22,1.24,0.7964,0.7795,-0.0169,-0.262,-0.2451,1,False,10.0,1.22,-10.0,11574.4,2026-03-14T00:34:36.816941
2019-01-30 00:00:00,Southampton,Crystal Palace,Empate,0.5218,3.4,3.3,0.2874,0.2964,0.009,0.2343,0.2254,1,True,10.0,3.4,24.0,11598.4,2026-03-14T00:34:36.822032
2019-01-30 00:00:00,Tottenham,Watford,Local,0.6274,1.66,1.58,0.587,0.6173,0.0303,0.0404,0.0101,0,True,10.0,1.66,6.6,11605.0,2026-03-14T00:34:36.827667
2019-02-02 00:00:00,Cardiff,Bournemouth,Local,0.3942,3.25,3.43,0.2993,0.286,-0.0132,0.095,0.1082,0,True,10.0,3.25,22.5,11627.5,2026-03-14T00:34:36.834229
2019-02-02 00:00:00,Chelsea,Huddersfield,Local,0.7274,1.2,1.23,0.8176,0.788,-0.0295,-0.0902,-0.0606,0,True,10.0,1.2,2.0,11629.5,2026-03-14T00:34:36.837087
2019-02-02 00:00:00,Crystal Palace,Fulham,Local,0.4873,2.05,2.06,0.4766,0.4743,-0.0023,0.0107,0.013,0,True,10.0,2.05,10.5,11640.0,2026-03-14T00:34:36.839737
2019-02-02 00:00:00,Everton,Wolves,Visitante,0.4302,3.25,2.9,0.3006,0.3376,0.0371,0.1296,0.0926,2,True,10.0,3.25,22.5,11662.5,2026-03-14T00:34:36.842450
2019-02-02 00:00:00,Tottenham,Newcastle,Local,0.7197,1.44,1.44,0.6757,0.6757,0.0,0.0441,0.044,0,True,10.0,1.44,4.4,11666.9,2026-03-14T00:34:36.845721
2019-02-02 00:00:00,Brighton,Watford,Empate,0.6133,3.3,3.24,0.2946,0.3023,0.0076,0.3186,0.311,1,True,10.0,3.3,23.0,11689.9,2026-03-14T00:34:36.850468
2019-02-02 00:00:00,Burnley,Southampton,Empate,0.658,3.5,3.36,0.2784,0.291,0.0126,0.3796,0.3669,1,True,10.0,3.5,25.0,11714.9,2026-03-14T00:34:36.853711
2019-02-03 00:00:00,Man City,Arsenal,Local,0.7086,1.33,1.26,0.7302,0.771,0.0408,-0.0216,-0.0624,0,True,10.0,1.33,3.3,11718.2,2026-03-14T00:34:36.856564
2019-02-03 00:00:00,Leicester,Man United,Visitante,0.5438,2.15,2.06,0.4522,0.4765,0.0243,0.0916,0.0673,2,True,10.0,2.15,11.5,11729.7,2026-03-14T00:34:36.859201
2019-02-04 00:00:00,West Ham,Liverpool,Empate,0.4723,5.25,5.93,0.185,0.1634,-0.0216,0.2873,0.3088,1,True,10.0,5.25,42.5,11772.2,2026-03-14T00:34:36.862725
2019-02-06 00:00:00,Everton,Man City,Visitante,0.685,1.3,1.3,0.7474,0.7451,-0.0022,-0.0624,-0.0602,2,True,10.0,1.3,3.0,11775.2,2026-03-14T00:34:36.867646
2019-02-09 00:00:00,Brighton,Burnley,Visitante,0.3914,4.2,4.29,0.2314,0.2285,-0.0029,0.16,0.163,2,True,10.0,4.2,32.0,11807.2,2026-03-14T00:34:36.870373
2019-02-09 00:00:00,Crystal Palace,West Ham,Empate,0.5757,3.5,3.6,0.2778,0.2716,-0.0061,0.2979,0.304,1,True,10.0,3.5,25.0,11832.2,2026-03-14T00:34:36.873286
2019-02-09 00:00:00,Fulham,Man United,Visitante,0.6482,1.61,1.74,0.6029,0.5623,-0.0406,0.0453,0.0859,2,True,10.0,1.61,6.1,11838.3,2026-03-14T00:34:36.876109
2019-02-09 00:00:00,Huddersfield,Arsenal,Visitante,0.7169,1.6,1.67,0.6091,0.5834,-0.0257,0.1079,0.1335,2,True,10.0,1.6,6.0,11844.3,2026-03-14T00:34:36.881853
2019-02-09 00:00:00,Liverpool,Bournemouth,Local,0.8412,1.22,1.17,0.8001,0.8286,0.0285,0.0411,0.0126,0,True,10.0,1.22,2.2,11846.5,2026-03-14T00:34:36.885863
2019-02-09 00:00:00,Southampton,Cardiff,Local,0.4069,1.75,1.86,0.556,0.5253,-0.0307,-0.1491,-0.1184,2,False,10.0,1.75,-10.0,11836.5,2026-03-14T00:34:36.888515
2019-02-09 00:00:00,Watford,Everton,Local,0.5145,2.35,2.56,0.4157,0.3826,-0.0331,0.0988,0.1318,0,True,10.0,2.35,13.5,11850.0,2026-03-14T00:34:36.891077
2019-02-10 00:00:00,Man City,Chelsea,Local,0.7908,1.5,1.58,0.6536,0.6184,-0.0352,0.1372,0.1724,0,True,10.0,1.5,5.0,11855.0,2026-03-14T00:34:36.893718
2019-02-10 00:00:00,Tottenham,Leicester,Local,0.7438,1.7,1.78,0.5731,0.5509,-0.0222,0.1707,0.1929,0,True,10.0,1.7,7.0,11862.0,2026-03-14T00:34:36.900945
2019-02-11 00:00:00,Wolves,Newcastle,Empate,0.4488,3.75,3.52,0.2592,0.2785,0.0193,0.1896,0.1703,1,True,10.0,3.75,27.5,11889.5,2026-03-14T00:34:36.904115
2019-02-22 00:00:00,West Ham,Fulham,Local,0.551,1.95,2.06,0.4998,0.4742,-0.0256,0.0511,0.0767,0,True,10.0,1.95,9.5,11899.0,2026-03-14T00:34:36.906958
2019-02-22 00:00:00,Cardiff,Watford,Visitante,0.5197,2.45,2.47,0.3983,0.3963,-0.002,0.1214,0.1234,2,True,10.0,2.45,14.5,11913.5,2026-03-14T00:34:36.909525
2019-02-23 00:00:00,Bournemouth,Wolves,Empate,0.588,3.4,3.29,0.2872,0.2971,0.01,0.3009,0.2909,1,True,10.0,3.4,24.0,11937.5,2026-03-14T00:34:36.916896
2019-02-23 00:00:00,Burnley,Tottenham,Visitante,0.4957,1.7,1.64,0.5737,0.5965,0.0228,-0.078,-0.1008,0,False,10.0,1.7,-10.0,11927.5,2026-03-14T00:34:36.922270
2019-02-23 00:00:00,Leicester,Crystal Palace,Visitante,0.4646,3.5,3.45,0.2789,0.2848,0.0058,0.1856,0.1798,2,True,10.0,3.5,25.0,11952.5,2026-03-14T00:34:36.926791
2019-02-23 00:00:00,Newcastle,Huddersfield,Local,0.6941,1.83,1.91,0.5344,0.5111,-0.0232,0.1598,0.183,0,True,10.0,1.83,8.3,11960.8,2026-03-14T00:34:36.933556
2019-02-24 00:00:00,Arsenal,Southampton,Local,0.7419,1.5,1.58,0.6536,0.617,-0.0365,0.0884,0.1249,0,True,10.0,1.5,5.0,11965.8,2026-03-14T00:34:36.938153
2019-02-24 00:00:00,Man United,Liverpool,Empate,0.5389,3.5,3.45,0.2773,0.2845,0.0072,0.2615,0.2544,1,True,10.0,3.5,25.0,11990.8,2026-03-14T00:34:36.943020
2019-02-26 00:00:00,Cardiff,Everton,Visitante,0.5694,2.15,2.12,0.4534,0.4617,0.0084,0.1161,0.1077,2,True,10.0,2.15,11.5,12002.3,2026-03-14T00:34:36.951797
2019-02-26 00:00:00,Huddersfield,Wolves,Local,0.3978,5.0,5.56,0.1949,0.1756,-0.0193,0.2029,0.2222,0,True,10.0,5.0,40.0,12042.3,2026-03-14T00:34:36.956311
2019-02-26 00:00:00,Leicester,Brighton,Local,0.7503,1.9,1.82,0.5113,0.5366,0.0253,0.239,0.2137,0,True,10.0,1.9,9.0,12051.3,2026-03-14T00:34:36.962328
2019-02-26 00:00:00,Newcastle,Burnley,Local,0.5281,2.15,2.21,0.454,0.4422,-0.0117,0.0742,0.0859,0,True,10.0,2.15,11.5,12062.8,2026-03-14T00:34:36.967721
2019-02-27 00:00:00,Man City,West Ham,Local,0.9178,1.16,1.11,0.8404,0.8701,0.0297,0.0774,0.0477,0,True,10.0,1.16,1.6,12064.4,2026-03-14T00:34:36.971315
2019-02-27 00:00:00,Liverpool,Watford,Local,0.8371,1.28,1.27,0.7576,0.7628,0.0052,0.0795,0.0743,0,True,10.0,1.28,2.8,12067.2,2026-03-14T00:34:36.975090
2019-02-27 00:00:00,Southampton,Fulham,Local,0.5886,1.9,2.03,0.5122,0.4819,-0.0303,0.0764,0.1067,0,True,10.0,1.9,9.0,12076.2,2026-03-14T00:34:36.978733
2019-02-27 00:00:00,Chelsea,Tottenham,Local,0.5233,2.3,2.38,0.4229,0.4126,-0.0102,0.1004,0.1106,0,True,10.0,2.3,13.0,12089.2,2026-03-14T00:34:36.982102
2019-02-27 00:00:00,Arsenal,Bournemouth,Local,0.8255,1.44,1.4,0.6757,0.6934,0.0178,0.1498,0.132,0,True,10.0,1.44,4.4,12093.6,2026-03-14T00:34:36.984703
2019-02-27 00:00:00,Crystal Palace,Man United,Visitante,0.4837,2.3,2.39,0.4229,0.4095,-0.0134,0.0609,0.0742,2,True,10.0,2.3,13.0,12106.6,2026-03-14T00:34:36.988552
2019-03-02 00:00:00,Bournemouth,Man City,Visitante,0.9042,1.22,1.18,0.7959,0.8217,0.0258,0.1084,0.0825,2,True,10.0,1.22,2.2,12108.8,2026-03-14T00:34:36.992203
2019-03-02 00:00:00,Brighton,Huddersfield,Local,0.7454,1.85,1.78,0.5273,0.5486,0.0213,0.2181,0.1968,0,True,10.0,1.85,8.5,12117.3,2026-03-14T00:34:37.000549
2019-03-02 00:00:00,Burnley,Crystal Palace,Visitante,0.5831,2.75,2.66,0.3552,0.368,0.0128,0.2279,0.2151,2,True,10.0,2.75,17.5,12134.8,2026-03-14T00:34:37.005852
2019-03-02 00:00:00,Man United,Southampton,Local,0.7412,1.45,1.47,0.6699,0.6616,-0.0083,0.0713,0.0796,0,True,10.0,1.45,4.5,12139.3,2026-03-14T00:34:37.010009
2019-03-02 00:00:00,Tottenham,Arsenal,Empate,0.4648,3.7,3.59,0.2637,0.2733,0.0095,0.201,0.1915,1,True,10.0,3.7,27.0,12166.3,2026-03-14T00:34:37.015187
2019-03-02 00:00:00,West Ham,Newcastle,Local,0.5363,2.15,2.18,0.4522,0.4504,-0.0018,0.0841,0.0859,0,True,10.0,2.15,11.5,12177.8,2026-03-14T00:34:37.019651
2019-03-02 00:00:00,Wolves,Cardiff,Local,0.6539,1.5,1.78,0.6519,0.5495,-0.1024,0.0019,0.1044,0,True,10.0,1.5,5.0,12182.8,2026-03-14T00:34:37.026191
2019-03-03 00:00:00,Everton,Liverpool,Empate,0.4691,4.2,4.09,0.2321,0.2395,0.0074,0.237,0.2296,1,True,10.0,4.2,32.0,12214.8,2026-03-14T00:34:37.032174
2019-03-03 00:00:00,Fulham,Chelsea,Visitante,0.8227,1.53,1.43,0.6348,0.6846,0.0498,0.1879,0.1381,2,True,10.0,1.53,5.3,12220.1,2026-03-14T00:34:37.036158
2019-03-03 00:00:00,Watford,Leicester,Local,0.4693,2.55,2.83,0.3813,0.347,-0.0342,0.088,0.1222,0,True,10.0,2.55,15.5,12235.6,2026-03-14T00:34:37.041171
2019-03-09 00:00:00,Crystal Palace,Brighton,Visitante,0.4444,5.0,5.25,0.1953,0.1866,-0.0087,0.2491,0.2578,2,True,10.0,5.0,40.0,12275.6,2026-03-14T00:34:37.046625
2019-03-09 00:00:00,Huddersfield,Bournemouth,Visitante,0.5754,2.35,2.48,0.4161,0.3946,-0.0215,0.1593,0.1808,2,True,10.0,2.35,13.5,12289.1,2026-03-14T00:34:37.049955
2019-03-09 00:00:00,Southampton,Tottenham,Visitante,0.4324,1.85,1.84,0.5269,0.5307,0.0038,-0.0945,-0.0983,0,False,10.0,1.85,-10.0,12279.1,2026-03-14T00:34:37.055333
2019-03-09 00:00:00,Cardiff,West Ham,Local,0.4238,3.6,3.01,0.2701,0.3253,0.0553,0.1538,0.0985,0,True,10.0,3.6,26.0,12305.1,2026-03-14T00:34:37.057590
2019-03-09 00:00:00,Leicester,Fulham,Local,0.5764,1.57,1.6,0.6209,0.6104,-0.0105,-0.0445,-0.034,0,True,10.0,1.57,5.7,12310.8,2026-03-14T00:34:37.060007
2019-03-09 00:00:00,Man City,Watford,Local,0.9429,1.16,1.11,0.8404,0.8712,0.0309,0.1025,0.0717,0,True,10.0,1.16,1.6,12312.4,2026-03-14T00:34:37.062791
2019-03-09 00:00:00,Newcastle,Everton,Local,0.4674,2.8,2.73,0.3495,0.3583,0.0089,0.1179,0.1091,0,True,10.0,2.8,18.0,12330.4,2026-03-14T00:34:37.065197
2019-03-10 00:00:00,Arsenal,Man United,Local,0.4787,2.4,2.42,0.4054,0.4054,-0.0,0.0733,0.0733,0,True,10.0,2.4,14.0,12344.4,2026-03-14T00:34:37.066936
2019-03-10 00:00:00,Chelsea,Wolves,Empate,0.6144,4.2,3.89,0.232,0.252,0.0199,0.3824,0.3625,1,True,10.0,4.2,32.0,12376.4,2026-03-14T00:34:37.069731
2019-03-10 00:00:00,Liverpool,Burnley,Local,0.9241,1.16,1.17,0.8391,0.8255,-0.0136,0.085,0.0986,0,True,10.0,1.16,1.6,12378.0,2026-03-14T00:34:37.071608
2019-03-16 00:00:00,Bournemouth,Newcastle,Empate,0.4899,3.6,3.56,0.27,0.2746,0.0046,0.2198,0.2153,1,True,10.0,3.6,26.0,12404.0,2026-03-14T00:34:37.073729
2019-03-16 00:00:00,Burnley,Leicester,Visitante,0.5025,2.45,2.43,0.3983,0.4025,0.0043,0.1042,0.1,2,True,10.0,2.45,14.5,12418.5,2026-03-14T00:34:37.077159
2019-03-16 00:00:00,West Ham,Huddersfield,Local,0.6163,1.55,1.53,0.6287,0.6359,0.0072,-0.0124,-0.0196,0,True,10.0,1.55,5.5,12424.0,2026-03-14T00:34:37.080073
2019-03-17 00:00:00,Everton,Chelsea,Local,0.5069,4.0,4.68,0.2437,0.2093,-0.0344,0.2633,0.2976,0,True,10.0,4.0,30.0,12454.0,2026-03-14T00:34:37.082328
2019-03-17 00:00:00,Fulham,Liverpool,Visitante,0.7185,1.25,1.2,0.7796,0.8091,0.0296,-0.0611,-0.0907,2,True,10.0,1.25,2.5,12456.5,2026-03-14T00:34:37.084574
2019-03-30 00:00:00,Brighton,Southampton,Visitante,0.5979,3.1,3.27,0.314,0.2995,-0.0145,0.2839,0.2984,2,True,10.0,3.1,21.0,12477.5,2026-03-14T00:34:37.086470
2019-03-30 00:00:00,Burnley,Wolves,Local,0.3932,3.2,2.89,0.3039,0.3385,0.0346,0.0893,0.0547,0,True,10.0,3.2,22.0,12499.5,2026-03-14T00:34:37.088453
2019-03-30 00:00:00,Leicester,Bournemouth,Local,0.6033,1.85,1.83,0.5269,0.5328,0.0059,0.0764,0.0705,0,True,10.0,1.85,8.5,12508.0,2026-03-14T00:34:37.090399
2019-03-30 00:00:00,Fulham,Man City,Visitante,0.8631,1.12,1.12,0.8657,0.8665,0.0008,-0.0026,-0.0034,2,True,10.0,1.12,1.2,12509.2,2026-03-14T00:34:37.092748
2019-03-30 00:00:00,Crystal Palace,Huddersfield,Local,0.689,1.45,1.47,0.6708,0.6626,-0.0083,0.0182,0.0264,0,True,10.0,1.45,4.5,12513.7,2026-03-14T00:34:37.096202
2019-03-30 00:00:00,Man United,Watford,Local,0.7766,1.44,1.41,0.6742,0.6909,0.0166,0.1024,0.0858,0,True,10.0,1.44,4.4,12518.1,2026-03-14T00:34:37.099422
2019-03-30 00:00:00,West Ham,Everton,Visitante,0.483,2.9,2.78,0.3372,0.3529,0.0158,0.1458,0.1301,2,True,10.0,2.9,19.0,12537.1,2026-03-14T00:34:37.102969
2019-03-31 00:00:00,Cardiff,Chelsea,Visitante,0.8013,1.44,1.42,0.6757,0.6872,0.0115,0.1256,0.1141,2,True,10.0,1.44,4.4,12541.5,2026-03-14T00:34:37.105336
2019-03-31 00:00:00,Liverpool,Tottenham,Local,0.727,1.61,1.58,0.6054,0.6176,0.0122,0.1215,0.1093,0,True,10.0,1.61,6.1,12547.6,2026-03-14T00:34:37.107185
2019-04-01 00:00:00,Arsenal,Newcastle,Local,0.7846,1.36,1.46,0.7132,0.6704,-0.0427,0.0714,0.1142,0,True,10.0,1.36,3.6,12551.2,2026-03-14T00:34:37.108924
2019-04-02 00:00:00,Watford,Fulham,Local,0.7095,1.72,1.76,0.5637,0.5543,-0.0094,0.1458,0.1552,0,True,10.0,1.72,7.2,12558.4,2026-03-14T00:34:37.110835
2019-04-02 00:00:00,Wolves,Man United,Local,0.4241,4.0,3.19,0.2432,0.3064,0.0631,0.1808,0.1177,0,True,10.0,4.0,30.0,12588.4,2026-03-14T00:34:37.114208
2019-04-03 00:00:00,Chelsea,Brighton,Local,0.6657,1.25,1.3,0.7839,0.7479,-0.036,-0.1182,-0.0822,0,True,10.0,1.25,2.5,12590.9,2026-03-14T00:34:37.116909
2019-04-03 00:00:00,Man City,Cardiff,Local,0.8674,1.06,1.08,0.9145,0.8964,-0.0181,-0.0471,-0.029,0,True,10.0,1.06,0.6,12591.5,2026-03-14T00:34:37.119071
2019-04-03 00:00:00,Tottenham,Crystal Palace,Local,0.644,1.45,1.47,0.6742,0.6617,-0.0124,-0.0302,-0.0178,0,True,10.0,1.45,4.5,12596.0,2026-03-14T00:34:37.121163
2019-04-05 00:00:00,Southampton,Liverpool,Visitante,0.7294,1.4,1.39,0.6966,0.7027,0.0061,0.0328,0.0266,2,True,10.0,1.4,4.0,12600.0,2026-03-14T00:34:37.123595
2019-04-06 00:00:00,Huddersfield,Leicester,Visitante,0.658,1.72,1.67,0.5637,0.5823,0.0186,0.0943,0.0757,2,True,10.0,1.72,7.2,12607.2,2026-03-14T00:34:37.125380
2019-04-06 00:00:00,Newcastle,Crystal Palace,Visitante,0.4681,3.0,2.87,0.325,0.341,0.016,0.1431,0.1271,2,True,10.0,3.0,20.0,12627.2,2026-03-14T00:34:37.128038
2019-04-06 00:00:00,Bournemouth,Burnley,Visitante,0.418,3.75,3.83,0.2613,0.2554,-0.0058,0.1567,0.1625,2,True,10.0,3.75,27.5,12654.7,2026-03-14T00:34:37.133942
2019-04-07 00:00:00,Everton,Arsenal,Local,0.3546,3.0,2.82,0.325,0.3482,0.0231,0.0296,0.0065,0,True,10.0,3.0,20.0,12674.7,2026-03-14T00:34:37.137956
2019-04-08 00:00:00,Chelsea,West Ham,Local,0.7465,1.33,1.25,0.7292,0.7829,0.0536,0.0173,-0.0363,0,True,10.0,1.33,3.3,12678.0,2026-03-14T00:34:37.140674
2019-04-12 00:00:00,Leicester,Newcastle,Visitante,0.3965,5.75,5.98,0.1695,0.1637,-0.0058,0.227,0.2328,2,True,10.0,5.75,47.5,12725.5,2026-03-14T00:34:37.143273
