Season,Date,Team,Comp,Venue,Opponent
2017-18,2017-09-20,Arsenal,EFL Cup,Home,Doncaster Rovers
2017-18,2017-10-24,Arsenal,EFL Cup,Home,Norwich
2017-18,2017-12-19,Arsenal,EFL Cup,Home,West Ham
2017-18,2018-01-24,Arsenal,EFL Cup,Home,Chelsea
2017-18,2017-08-22,Bournemouth,EFL Cup,Away,Birmingham
2017-18,2017-09-19,Bournemouth,EFL Cup,Home,Brighton
2017-18,2017-10-24,Bournemouth,EFL Cup,Home,Middlesbrough
2017-18,2017-08-22,Brighton,EFL Cup,Home,Barnet
2017-18,2017-12-20,Bristol City,EFL Cup,Home,Man United
2017-18,2018-01-23,Bristol City,EFL Cup,Home,Man City
2017-18,2017-08-23,Burnley,EFL Cup,Away,Blackburn
2017-18,2017-09-19,Burnley,EFL Cup,Home,Leeds
2017-18,2017-09-20,Chelsea,EFL Cup,Home,Nottingham Forest
2017-18,2017-10-25,Chelsea,EFL Cup,Home,Everton
2017-18,2017-12-20,Chelsea,EFL Cup,Home,Bournemouth
2017-18,2018-01-10,Chelsea,EFL Cup,Home,Arsenal
2017-18,2017-08-22,Crystal Palace,EFL Cup,Home,Ipswich Town
2017-18,2017-09-19,Crystal Palace,EFL Cup,Home,Huddersfield
2017-18,2017-09-20,Everton,EFL Cup,Home,Sunderland
2017-18,2017-08-23,Huddersfield,EFL Cup,Home,Rotherham
2017-18,2017-08-22,Leicester,EFL Cup,Away,Sheffield United
2017-18,2017-09-19,Leicester,EFL Cup,Home,Liverpool
2017-18,2017-10-24,Leicester,EFL Cup,Home,Leeds
2017-18,2017-12-19,Leicester,EFL Cup,Home,Man City
2017-18,2017-09-20,Man City,EFL Cup,Away,West Brom
2017-18,2017-10-24,Man City,EFL Cup,Home,Wolves
2017-18,2018-01-09,Man City,EFL Cup,Home,Bristol City
2017-18,2018-02-25,Man City,EFL Cup,Away,Arsenal
2017-18,2017-09-20,Man United,EFL Cup,Home,Burton Albion
2017-18,2017-08-23,Newcastle,EFL Cup,Home,Nottingham Forest
2017-18,2017-08-23,Southampton,EFL Cup,Home,Wolves
2017-18,2017-08-23,Stoke,EFL Cup,Home,Rochdale
2017-18,2017-09-19,Stoke,EFL Cup,Away,Bristol City
2017-18,2017-08-22,Swansea,EFL Cup,Away,MK Dons
2017-18,2017-09-19,Swansea,EFL Cup,Away,Reading
2017-18,2017-10-24,Swansea,EFL Cup,Home,Man United
2017-18,2017-09-19,Tottenham,EFL Cup,Home,Barnsley
2017-18,2017-10-25,Tottenham,EFL Cup,Home,West Ham
2017-18,2017-08-22,Watford,EFL Cup,Home,Bristol City
2017-18,2017-08-23,West Ham,EFL Cup,Away,Cheltenham
2017-18,2017-09-19,West Ham,EFL Cup,Home,Bolton
