Season,Date,Team,Comp,Venue,Opponent
2019-20,2019-09-24,Arsenal,EFL Cup,Home,Nottingham Forest
2019-20,2019-08-27,Aston Villa,EFL Cup,Away,Crewe Alexandra
2019-20,2019-10-30,Aston Villa,EFL Cup,Home,Wolves
2019-20,2019-12-17,Aston Villa,EFL Cup,Home,Liverpool
2019-20,2020-01-28,Aston Villa,EFL Cup,Home,Leicester
2019-20,2020-03-01,Aston Villa,EFL Cup,Away,Man City
2019-20,2019-08-28,Bournemouth,EFL Cup,Home,Forest Green
2019-20,2019-08-27,Brighton,EFL Cup,Away,Bristol Rovers
2019-20,2019-09-25,Brighton,EFL Cup,Home,Aston Villa
2019-20,2019-08-28,Burnley,EFL Cup,Home,Sunderland
2019-20,2019-09-25,Chelsea,EFL Cup,Home,Grimsby Town
2019-20,2019-10-30,Chelsea,EFL Cup,Home,Man United
2019-20,2019-08-27,Crystal Palace,EFL Cup,Home,Colchester
2019-20,2019-08-28,Everton,EFL Cup,Away,Lincoln City
2019-20,2019-09-25,Everton,EFL Cup,Away,Sheffield United
2019-20,2019-10-29,Everton,EFL Cup,Home,Watford
2019-20,2019-12-18,Everton,EFL Cup,Home,Leicester
2019-20,2019-09-24,Leicester,EFL Cup,Away,Luton Town
2019-20,2019-10-29,Leicester,EFL Cup,Away,Burton Albion
2019-20,2020-01-08,Leicester,EFL Cup,Home,Aston Villa
2019-20,2019-09-25,Liverpool,EFL Cup,Away,MK Dons
2019-20,2019-10-30,Liverpool,EFL Cup,Home,Arsenal
2019-20,2019-09-24,Man City,EFL Cup,Away,Preston
2019-20,2019-10-29,Man City,EFL Cup,Home,Southampton
2019-20,2020-01-29,Man City,EFL Cup,Home,Man United
2019-20,2019-09-25,Man United,EFL Cup,Home,Rochdale
2019-20,2019-12-18,Man United,EFL Cup,Home,Colchester
2019-20,2020-01-07,Man United,EFL Cup,Home,Man City
2019-20,2019-08-28,Newcastle,EFL Cup,Home,Leicester
2019-20,2019-08-27,Norwich,EFL Cup,Away,Crawley Town
2019-20,2019-08-27,Sheffield United,EFL Cup,Home,Blackburn
2019-20,2019-08-27,Southampton,EFL Cup,Away,Fulham
2019-20,2019-09-24,Southampton,EFL Cup,Away,Portsmouth
2019-20,2019-09-24,Tottenham,EFL Cup,Away,Colchester
2019-20,2019-08-27,Watford,EFL Cup,Home,Coventry City
2019-20,2019-09-24,Watford,EFL Cup,Home,Swansea
2019-20,2019-08-27,West Ham,EFL Cup,Away,Newport County
2019-20,2019-09-25,West Ham,EFL Cup,Away,Oxford United
2019-20,2019-09-25,Wolves,EFL Cup,Home,Reading
