Season,Date,Team,Comp,Venue,Opponent
2017-18,2018-01-07,Arsenal,FA Cup,Away,Nottingham Forest
2017-18,2018-01-06,Bournemouth,FA Cup,Home,Wigan Athletic
2017-18,2018-01-17,Bournemouth,FA Cup,Away,Wigan Athletic
2017-18,2018-01-08,Brighton,FA Cup,Home,Crystal Palace
2017-18,2018-01-27,Brighton,FA Cup,Away,Middlesbrough
2017-18,2018-02-17,Brighton,FA Cup,Home,Coventry City
2017-18,2018-03-17,Brighton,FA Cup,Away,Man United
2017-18,2018-01-06,Burnley,FA Cup,Away,Man City
2017-18,2018-01-06,Chelsea,FA Cup,Away,Norwich
2017-18,2018-01-17,Chelsea,FA Cup,Home,Norwich
2017-18,2018-01-28,Chelsea,FA Cup,Home,Newcastle
2017-18,2018-02-16,Chelsea,FA Cup,Home,Hull
2017-18,2018-03-18,Chelsea,FA Cup,Away,Leicester
2017-18,2018-04-22,Chelsea,FA Cup,Away,Southampton
2017-18,2018-05-19,Chelsea,FA Cup,Away,Man United
2017-18,2018-01-08,Crystal Palace,FA Cup,Away,Brighton
2017-18,2018-01-05,Everton,FA Cup,Away,Liverpool
2017-18,2018-01-06,Huddersfield,FA Cup,Away,Bolton Wanderers
2017-18,2018-01-27,Huddersfield,FA Cup,Home,Birmingham City
2017-18,2018-02-06,Huddersfield,FA Cup,Away,Birmingham City
2017-18,2018-02-17,Huddersfield,FA Cup,Home,Man United
2017-18,2018-01-06,Leicester,FA Cup,Away,Fleetwood Town
2017-18,2018-01-16,Leicester,FA Cup,Home,Fleetwood Town
2017-18,2018-01-27,Leicester,FA Cup,Away,Peterborough United
2017-18,2018-02-16,Leicester,FA Cup,Home,Sheffield United
2017-18,2018-03-18,Leicester,FA Cup,Home,Chelsea
2017-18,2018-01-05,Liverpool,FA Cup,Home,Everton
2017-18,2018-01-27,Liverpool,FA Cup,Home,West Brom
2017-18,2018-01-06,Man City,FA Cup,Home,Burnley
2017-18,2018-01-28,Man City,FA Cup,Away,Cardiff
2017-18,2018-02-19,Man City,FA Cup,Away,Wigan Athletic
2017-18,2018-01-05,Man United,FA Cup,Home,Derby County
2017-18,2018-01-26,Man United,FA Cup,Away,Yeovil Town
2017-18,2018-02-17,Man United,FA Cup,Away,Huddersfield
2017-18,2018-03-17,Man United,FA Cup,Home,Brighton
2017-18,2018-04-21,Man United,FA Cup,Away,Tottenham
2017-18,2018-05-19,Man United,FA Cup,Away,Chelsea
2017-18,2018-01-06,Newcastle,FA Cup,Home,Luton Town
2017-18,2018-01-28,Newcastle,FA Cup,Away,Chelsea
2017-18,2018-01-06,Southampton,FA Cup,Away,Fulham
2017-18,2018-01-27,Southampton,FA Cup,Home,Watford
2017-18,2018-02-17,Southampton,FA Cup,Away,West Brom
2017-18,2018-03-18,Southampton,FA Cup,Away,Wigan Athletic
2017-18,2018-04-22,Southampton,FA Cup,Away,Chelsea
2017-18,2018-01-06,Stoke,FA Cup,Away,Coventry City
2017-18,2018-01-06,Swansea,FA Cup,Away,Wolves
2017-18,2018-01-17,Swansea,FA Cup,Home,Wolves
2017-18,2018-01-27,Swansea,FA Cup,Away,Notts County
2017-18,2018-02-06,Swansea,FA Cup,Home,Notts County
2017-18,2018-02-17,Swansea,FA Cup,Away,Sheffield Wednesday
2017-18,2018-02-27,Swansea,FA Cup,Home,Sheffield Wednesday
2017-18,2018-03-17,Swansea,FA Cup,Home,Tottenham
2017-18,2018-01-07,Tottenham,FA Cup,Home,AFC Wimbledon
2017-18,2018-01-27,Tottenham,FA Cup,Away,Newport County
2017-18,2018-02-07,Tottenham,FA Cup,Home,Newport County
2017-18,2018-02-18,Tottenham,FA Cup,Away,Rochdale
2017-18,2018-02-28,Tottenham,FA Cup,Home,Rochdale
2017-18,2018-03-17,Tottenham,FA Cup,Away,Swansea
2017-18,2018-04-21,Tottenham,FA Cup,Away,Man United
2017-18,2018-01-06,Watford,FA Cup,Home,Bristol City
2017-18,2018-01-27,Watford,FA Cup,Away,Southampton
2017-18,2018-01-06,West Brom,FA Cup,Away,Exeter City
2017-18,2018-01-27,West Brom,FA Cup,Away,Liverpool
2017-18,2018-02-17,West Brom,FA Cup,Home,Southampton
2017-18,2018-01-07,West Ham,FA Cup,Away,Shrewsbury Town
2017-18,2018-01-16,West Ham,FA Cup,Home,Shrewsbury Town
2017-18,2018-01-27,West Ham,FA Cup,Away,Wigan Athletic
