alpha,brier_global,brier_mean_season
1.0,0.36972331215125576,0.37679684012886716
0.9,0.3882556191161698,0.3947833082536711
0.8,0.40926837685588974,0.4152143351626919
0.7,0.43276158537041576,0.43808992085592974
0.6,0.45873524465974785,0.4634100653333843
0.5,0.4871893547238859,0.4911747685950559
0.4,0.51812391556283,0.5213840306409443
